126500,23/05/07 00:00,TS5 5ET,T,Y,94,CLOUGH CLOSE,,MIDDLESBROUGH,MIDDLESBROUGH,MIDDLESBROUGH
270000,15/06/07 00:00,FY6 7LQ,S,N,APPLETREES,OCCUPATION LANE,,POULTON-LE-FYLDE,FYLDE,LANCASHIRE
250000,10/08/07 00:00,SW19 2EB,F,N,52,FORTESCUE ROAD,,LONDON,MERTON,GREATER LONDON
196000,29/06/07 00:00,SA1 7FA,T,Y,49,BRUNEL WAY,COPPER QUARTER,SWANSEA,SWANSEA,SWANSEA
104663,08/11/07 00:00,RH2 9HX,T,N,6,UPPER WEST STREET,REIGATE,REIGATE,REIGATE AND BANSTEAD,SURREY
250000,16/11/07 00:00,E16 1AR,F,N,"AEGEAN APARTMENTS, 19",WESTERN GATEWAY,ROYAL VICTORIA DOCK,LONDON,NEWHAM,GREATER LONDON
118750,03/09/07 00:00,LS22 4UB,D,N,11,NORTHGATE RISE,LINTON,WETHERBY,LEEDS,WEST YORKSHIRE
232000,11/05/07 00:00,SE9 6RT,T,N,80,DUNBLANE ROAD,LONDON,LONDON,GREENWICH,GREATER LONDON
182000,01/04/03 00:00,SY25 6NH,D,N,NANT YR ONNEN,,,TREGARON,CEREDIGION,CEREDIGION
208000,26/09/03 00:00,CV37 9EG,D,N,24C,HERON LANE,,STRATFORD-UPON-AVON,STRATFORD-ON-AVON,WARWICKSHIRE
97000,31/10/03 00:00,B44 0HR,T,N,2,ROEDEAN CLOSE,,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS
214000,10/07/03 00:00,LA22 0NH,F,N,BRACKEN FELL,,OUTGATE,AMBLESIDE,SOUTH LAKELAND,CUMBRIA
350000,26/09/03 00:00,LA22 0NH,F,N,BRACKEN FELL,,OUTGATE,AMBLESIDE,SOUTH LAKELAND,CUMBRIA
80000,19/06/03 00:00,SA32 7JD,D,N,CWMYRONNEN ISAF,,LLANLLAWDDOG,CARMARTHEN,CARMARTHENSHIRE,CARMARTHENSHIRE
73000,29/08/03 00:00,LL54 5BW,D,Y,3,LLWYN BEUNO,CLYNNOGFAWR,CAERNARFON,GWYNEDD,GWYNEDD
150000,16/05/03 00:00,LU1 1HB,T,N,7,BURY PARK ROAD,,LUTON,LUTON,LUTON
225000,05/11/03 00:00,SW6 7PS,F,N,"FLAT 2, 320",LILLIE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
270000,12/12/03 00:00,SK4 4AG,T,N,37,SHAW ROAD,,STOCKPORT,STOCKPORT,GREATER MANCHESTER
175000,01/10/03 00:00,PL32 9SY,D,N,TRENOWETH,,TRESPARRETT POSTS,CAMELFORD,CORNWALL,CORNWALL
93000,12/12/03 00:00,PL26 8AD,T,N,ATLANTIC VIEW,FORE STREET,ST DENNIS,ST AUSTELL,CORNWALL,CORNWALL
148000,19/09/03 00:00,TQ1 3PN,T,N,GREYSTONE BARN,GREYSTONE WAY,,TORQUAY,TORBAY,TORBAY
1032500,01/12/03 00:00,DT9 5LX,D,N,GLEBE HOUSE,,CAUNDLE MARSH,SHERBORNE,WEST DORSET,DORSET
190000,23/01/03 00:00,RM3 0XA,D,N,54,REDDEN COURT ROAD,,ROMFORD,HAVERING,GREATER LONDON
142000,23/07/03 00:00,E15 3JL,F,N,116,STEPHENS ROAD,,LONDON,NEWHAM,GREATER LONDON
37500,10/03/03 00:00,CO1 2EE,T,N,2C,GRANVILLE ROAD,,COLCHESTER,COLCHESTER,ESSEX
169000,24/10/03 00:00,GL16 7QB,D,N,WOODSIDE,UNION ROAD,BAKERS HILL,COLEFORD,FOREST OF DEAN,GLOUCESTERSHIRE
180000,04/04/03 00:00,TQ12 5RZ,D,Y,THE WALLED GARDEN,CHURCH PATH,IPPLEPEN,NEWTON ABBOT,TEIGNBRIDGE,DEVON
165000,27/11/03 00:00,DT6 6LR,F,N,SOUTHWINDS,LOWER SEA LANE,CHARMOUTH,BRIDPORT,WEST DORSET,DORSET
219995,31/07/03 00:00,RM16 6AP,T,N,65,LENNOX CLOSE,CHAFFORD HUNDRED,GRAYS,THURROCK,THURROCK
225000,04/12/03 00:00,BR3 5ER,F,N,"IMPERIAL COURT, 38",THE AVENUE,,BECKENHAM,BROMLEY,GREATER LONDON
262500,11/06/03 00:00,HU17 7AD,D,N,FIELD COTTAGE,NEW WALK,,BEVERLEY,EAST RIDING OF YORKSHIRE,EAST RIDING OF YORKSHIRE
160000,22/10/03 00:00,PE22 9PN,D,N,THE GABLES,CHAPEL ROAD,OLD LEAKE,BOSTON,BOSTON,LINCOLNSHIRE
52500,29/08/03 00:00,NE65 0LF,F,N,23,THE WYND,AMBLE,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND
19000,22/07/03 00:00,NE62 5ES,F,N,138,WOODHORN DRIVE,,CHOPPINGTON,NORTHUMBERLAND,NORTHUMBERLAND
190000,25/04/03 00:00,NE65 0JW,D,N,THE FAIRWAY,,HIGH HAUXLEY,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND
60000,02/10/03 00:00,DN5 8BT,S,N,5,ASHBURNHAM GARDENS,SPROTBROUGH,DONCASTER,DONCASTER,SOUTH YORKSHIRE
37000,29/09/03 00:00,S74 8DH,F,N,25,TOMLINSON ROAD,ELSECAR,BARNSLEY,BARNSLEY,SOUTH YORKSHIRE
92500,22/09/03 00:00,DE72 3NB,T,Y,DRAYCOTT MILL,MARKET STREET,DRAYCOTT,DERBY,EREWASH,DERBYSHIRE
68000,14/02/03 00:00,LL54 5BW,D,Y,2,LLWYN BEUNO,CLYNNOGFAWR,CAERNARFON,GWYNEDD,GWYNEDD
240000,05/03/03 00:00,SW10 0UN,F,N,29A,GUNTER GROVE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
127000,17/12/03 00:00,NE4 6AA,D,N,181,WESTGATE ROAD,,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR
172000,23/12/03 00:00,W14 0LL,F,N,19,FIELDING ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
140000,29/04/03 00:00,E8 1AY,F,N,34A,BODNEY ROAD,,LONDON,HACKNEY,GREATER LONDON
165000,17/01/03 00:00,SW19 2EB,F,N,52,FORTESCUE ROAD,,LONDON,MERTON,GREATER LONDON
380000,26/09/03 00:00,CM4 9EF,D,N,2A,PINE DRIVE,,INGATESTONE,BRENTWOOD,ESSEX
188000,17/07/03 00:00,HD7 4DX,S,Y,26,SCARHOUSE LANE,GOLCAR,HUDDERSFIELD,KIRKLEES,WEST YORKSHIRE
310000,18/12/03 00:00,EN2 7DJ,F,Y,"THORNBURY LODGE, 2",SLADES HILL,,ENFIELD,ENFIELD,GREATER LONDON
98500,05/09/03 00:00,SA62 4PN,T,N,2,CAWDOR TERRACE,WISTON,HAVERFORDWEST,PEMBROKESHIRE,PEMBROKESHIRE
165000,17/10/03 00:00,DL16 6JL,D,N,1,VINE STREET,,SPENNYMOOR,COUNTY DURHAM,COUNTY DURHAM
189000,09/10/03 00:00,M1 1JQ,F,N,"REGENTS COURT, 6",OLDHAM STREET,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
220000,13/08/03 00:00,NW4 3YD,F,N,12 PARADE MANSIONS,VIVIAN AVENUE,,LONDON,BARNET,GREATER LONDON
229950,03/01/03 00:00,EN2 8EE,F,N,6,BYCULLAH ROAD,,ENFIELD,ENFIELD,GREATER LONDON
330000,28/11/03 00:00,SR8 3US,D,N,3,STONELEA COURT,EASINGTON,PETERLEE,COUNTY DURHAM,COUNTY DURHAM
119950,31/10/03 00:00,BA1 2BQ,F,N,"CLARKSON HOUSE, 7",GREAT STANHOPE STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET
245000,24/05/03 00:00,EN2 8EE,F,N,6,BYCULLAH ROAD,,ENFIELD,ENFIELD,GREATER LONDON
68000,31/10/03 00:00,NE4 6PY,T,N,17 - 19,HARTINGTON STREET,,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR
105000,01/09/03 00:00,WF13 1LT,D,N,81 - 83,DAISY HILL,,DEWSBURY,KIRKLEES,WEST YORKSHIRE
353000,21/02/03 00:00,E14 5SQ,F,N,206,BOARDWALK PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
188000,22/08/03 00:00,NW6 6QA,F,N,56,VICTORIA ROAD,LONDON,LONDON,BRENT,GREATER LONDON
189000,23/07/03 00:00,LA22 0NH,F,Y,BRACKEN FELL,,OUTGATE,AMBLESIDE,SOUTH LAKELAND,CUMBRIA
220000,31/01/03 00:00,LA10 5QT,D,N,WEST BANKS,,DENT,SEDBERGH,SOUTH LAKELAND,CUMBRIA
132500,31/03/03 00:00,CV9 3DT,D,N,WILLOW COTTAGE,WARTON LANE,GRENDON,ATHERSTONE,NORTH WARWICKSHIRE,WARWICKSHIRE
283000,22/12/03 00:00,W12 7HW,F,N,"SWINDON HOUSE, 36",STANLAKE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
150000,30/06/03 00:00,LA2 7FH,D,N,NEW BUTTS BARN,CLAPHAM ROAD,BENTHAM,LANCASTER,CRAVEN,NORTH YORKSHIRE
50000,12/05/03 00:00,PL26 7QN,T,N,"JODELA, 3",,LITTLE TREVISCOE,ST AUSTELL,CORNWALL,CORNWALL
70500,12/09/03 00:00,LE5 2HD,S,N,20A,BROOK ROAD,,LEICESTER,LEICESTER,LEICESTER
99000,08/05/03 00:00,BN3 3EA,F,N,15A,CROMWELL ROAD,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE
90000,02/10/03 00:00,IG1 1JS,F,N,144A,RICHMOND ROAD,,ILFORD,REDBRIDGE,GREATER LONDON
70000,16/07/03 00:00,B8 2LS,F,N,"EMERALD COURT, 960A",ALUM ROCK ROAD,,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS
205000,09/10/03 00:00,M1 1JQ,F,N,"REGENTS COURT, 6",OLDHAM STREET,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
319500,11/04/03 00:00,PE28 4SD,D,N,24A,WEST END,BRAMPTON,HUNTINGDON,HUNTINGDONSHIRE,CAMBRIDGESHIRE
45500,28/03/03 00:00,S44 6RT,S,N,31,HYNDLEY ROAD,BOLSOVER,CHESTERFIELD,BOLSOVER,DERBYSHIRE
85000,06/01/03 00:00,PE33 9AG,T,N,MANOR COTTAGES,CHAPEL ROAD,BOUGHTON,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
189000,04/03/03 00:00,RG29 1LP,F,N,84,HIGH STREET,ODIHAM,HOOK,HART,HAMPSHIRE
500000,15/07/03 00:00,RG9 4LA,D,N,"WISTERIA COTTAGE, 2",THE HOMESTEAD,BINFIELD HEATH,HENLEY-ON-THAMES,SOUTH OXFORDSHIRE,OXFORDSHIRE
55000,31/07/03 00:00,PE30 3BQ,T,N,192,WOOTTON ROAD,,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
457000,28/11/03 00:00,GU7 3BT,D,N,HOLLY COTTAGE,TILTHAMS GREEN,,GODALMING,GUILDFORD,SURREY
685000,20/08/03 00:00,CR3 7AN,D,N,FIELD HOUSE,THE RIDGE,WOLDINGHAM,CATERHAM,TANDRIDGE,SURREY
53000,02/06/03 00:00,PL4 8RN,F,N,33,SEA VIEW TERRACE,,PLYMOUTH,CITY OF PLYMOUTH,CITY OF PLYMOUTH
130750,05/06/03 00:00,BN3 5TA,F,N,37,WORCESTER VILLAS,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE
225000,30/10/03 00:00,SW5 0AG,F,N,45,BOLTON GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
189000,09/10/03 00:00,M1 1JQ,F,N,"REGENTS COURT, 6",OLDHAM STREET,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
1350000,01/05/03 00:00,OX33 1DT,D,N,MINCHIN COURT,STANTON ROAD,FOREST HILL,OXFORD,SOUTH OXFORDSHIRE,OXFORDSHIRE
350000,28/04/03 00:00,DE6 4NP,D,N,WINDY ARBOUR COTTAGE,WINDY ARBOUR,KIRK LANGLEY,ASHBOURNE,AMBER VALLEY,DERBYSHIRE
148000,12/06/03 00:00,BH8 8JU,F,N,45A,PORTCHESTER ROAD,,BOURNEMOUTH,BOURNEMOUTH,BOURNEMOUTH
250000,17/10/03 00:00,NG20 9HS,D,N,ASPLEY GRANGE FARM,WHALEY ROAD,LANGWITH,MANSFIELD,BOLSOVER,DERBYSHIRE
189000,03/10/03 00:00,M1 1JQ,F,N,"REGENTS COURT, 6",OLDHAM STREET,,MANCHESTER,MANCHESTER,GREATER MANCHESTER
315000,22/12/03 00:00,EN2 7DJ,F,Y,"THORNBURY LODGE, 2",SLADES HILL,,ENFIELD,ENFIELD,GREATER LONDON
160000,04/12/03 00:00,N4 1EQ,F,N,45D,ENDYMION ROAD,,LONDON,HARINGEY,GREATER LONDON
147500,10/09/03 00:00,PE33 0BD,S,N,DUTCH COTTAGES,LYNN ROAD,SETCHEY,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
440000,09/12/03 00:00,EX9 6AR,D,N,TREMFORD COURT,KNOWLE ROAD,,BUDLEIGH SALTERTON,EAST DEVON,DEVON
182500,17/04/03 00:00,DY14 8AJ,T,N,15,MORTIMER TERRACE,CLEOBURY MORTIMER,KIDDERMINSTER,SHROPSHIRE,SHROPSHIRE
425000,26/02/03 00:00,L37 3HW,D,N,52C,FRESHFIELD ROAD,FORMBY,LIVERPOOL,SEFTON,MERSEYSIDE
234000,15/05/03 00:00,SW20 0ST,D,N,1A,BURDETT AVENUE,,LONDON,MERTON,GREATER LONDON
320000,03/03/06 00:00,BA2 6RJ,D,N,43,MINSTER WAY,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET
245000,06/03/06 00:00,PL32 9SY,D,N,TRENOWETH,,TRESPARRETT POSTS,CAMELFORD,CORNWALL,CORNWALL
242000,10/11/06 00:00,PL32 9SY,D,N,TRENOWETH,,TRESPARRETT POSTS,CAMELFORD,CORNWALL,CORNWALL
248000,06/04/06 00:00,TR13 9ER,S,N,CLIFF TOP,LOE BAR ROAD,PORTHLEVEN,HELSTON,CORNWALL,CORNWALL
137000,08/12/06 00:00,LL55 4LE,S,N,11,FRONGOCH,LLANBERIS,CAERNARFON,GWYNEDD,GWYNEDD
247950,28/02/06 00:00,DE55 4ES,D,N,THE POPLARS,GOLDEN VALLEY,RIDDINGS,ALFRETON,AMBER VALLEY,DERBYSHIRE
190000,06/01/06 00:00,PE22 9PN,D,N,THE GABLES,CHAPEL ROAD,OLD LEAKE,BOSTON,BOSTON,LINCOLNSHIRE
315000,11/08/06 00:00,W14 9HS,F,N,95,COMERAGH ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
336000,06/11/06 00:00,NR15 1NG,D,N,"OAK TREE HOUSE, 17A",VALLEY ROAD,TASBURGH,NORWICH,SOUTH NORFOLK,NORFOLK
382500,04/07/06 00:00,NR11 8PE,D,N,OLD MILL HOUSE,OLD MILL ROAD,ROUGHTON,NORWICH,NORTH NORFOLK,NORFOLK
105000,22/12/06 00:00,NN18 8QB,F,Y,32,HATFIELD CLOSE,,CORBY,CORBY,NORTHAMPTONSHIRE
83595,08/09/06 00:00,NG3 3EY,F,N,27,HAZELBANK AVENUE,,NOTTINGHAM,CITY OF NOTTINGHAM,CITY OF NOTTINGHAM
79900,30/06/06 00:00,NG3 3EY,F,N,27,HAZELBANK AVENUE,,NOTTINGHAM,CITY OF NOTTINGHAM,CITY OF NOTTINGHAM
216000,10/06/06 00:00,CO7 6RG,D,N,QUINTONS COTTAGE,WOODGATES ROAD,EAST BERGHOLT,COLCHESTER,BABERGH,SUFFOLK
660000,13/04/06 00:00,GU15 3TD,D,N,LUCKINGTON HOUSE,PORTESBERY ROAD,,CAMBERLEY,SURREY HEATH,SURREY
65000,13/04/06 00:00,S74 8DH,F,N,25,TOMLINSON ROAD,ELSECAR,BARNSLEY,BARNSLEY,SOUTH YORKSHIRE
130000,15/12/06 00:00,IG8 8PJ,F,N,45,CHALFORD WALK,,WOODFORD GREEN,REDBRIDGE,GREATER LONDON
180000,03/04/06 00:00,CA14 1NB,D,N,BLACK TOM COTTAGE,,CAMERTON,WORKINGTON,ALLERDALE,CUMBRIA
250000,17/02/06 00:00,CA12 4SQ,D,N,MILLERDALE COTTAGE,,THRELKELD,KESWICK,EDEN,CUMBRIA
90000,24/03/06 00:00,NE65 7SY,T,N,3,PROVIDENCE LANE,ROTHBURY,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND
365000,25/10/06 00:00,TW16 6JB,D,N,122A,MANOR LANE,,SUNBURY-ON-THAMES,SPELTHORNE,SURREY
275000,25/08/06 00:00,KT17 4PW,T,N,"THE COACH HOUSE, 47B",CHURCH STREET,,EPSOM,EPSOM AND EWELL,SURREY
241495,15/11/06 00:00,E3 5AT,F,N,11A,LICHFIELD ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
700000,30/06/06 00:00,CV37 7AQ,D,N,ELMCROFT HOUSE,TIDDINGTON ROAD,TIDDINGTON,STRATFORD-UPON-AVON,STRATFORD-ON-AVON,WARWICKSHIRE
165000,03/07/06 00:00,NR9 5SP,D,N,THE MAREMS,FAKENHAM ROAD,MORTON ON THE HILL,NORWICH,BROADLAND,NORFOLK
320000,06/12/06 00:00,TN6 3LA,S,N,LONGCROFT COTTAGE,CHURCH ROAD,ROTHERFIELD,CROWBOROUGH,WEALDEN,EAST SUSSEX
205000,07/07/06 00:00,BS7 9EH,F,Y,52,NEVIL ROAD,,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
218000,20/12/06 00:00,SE10 8PD,F,Y,101B,BLACKHEATH ROAD,,LONDON,GREENWICH,GREATER LONDON
630000,14/12/06 00:00,CT21 6DH,D,N,3 OSBORNE COURT,PARK ROAD,,HYTHE,SHEPWAY,KENT
83000,17/11/06 00:00,B8 2LS,F,N,"EMERALD COURT, 960A",ALUM ROCK ROAD,,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS
395000,19/01/06 00:00,RH12 4SS,D,N,BROOK BARN,WIMLAND ROAD,FAYGATE,HORSHAM,HORSHAM,WEST SUSSEX
180000,28/04/06 00:00,MK11 1HA,D,N,12A,MILFORD AVENUE,STONY STRATFORD,MILTON KEYNES,MILTON KEYNES,MILTON KEYNES
587500,29/09/06 00:00,E14 5SQ,F,N,207,BOARDWALK PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON
1150000,23/06/06 00:00,TN15 7QD,D,N,BEECH COTTAGE,GRAVESEND ROAD,WROTHAM,SEVENOAKS,TONBRIDGE AND MALLING,KENT
134500,02/02/06 00:00,PE33 9AG,T,N,MANOR COTTAGES,CHAPEL ROAD,BOUGHTON,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
150000,20/04/06 00:00,E17 9BH,F,N,4B,PENDLESTONE ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
133000,02/10/06 00:00,LD3 7DU,D,N,THE MYRTLES,DAN Y GAER ROAD,,BRECON,POWYS,POWYS
125000,06/04/06 00:00,BA1 2BQ,F,N,"CLARKSON HOUSE, 7",GREAT STANHOPE STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET
220000,14/07/06 00:00,GL50 1JN,F,N,SELBY LODGE,CAMBRAY PLACE,,CHELTENHAM,CHELTENHAM,GLOUCESTERSHIRE
270000,31/08/06 00:00,TR3 7BJ,S,N,THE COTTAGE,NEW ROAD,STITHIANS,TRURO,CORNWALL,CORNWALL
545000,22/06/06 00:00,SW15 3ST,F,N,GILBERT SCOTT BUILDING,SCOTT AVENUE,,LONDON,WANDSWORTH,GREATER LONDON
245000,04/08/06 00:00,S21 5RE,D,N,SHADYHALL FARM,FORD ROAD,MARSH LANE,SHEFFIELD,NORTH EAST DERBYSHIRE,DERBYSHIRE
217500,06/07/06 00:00,SW11 3EL,F,N,45,BALFERN STREET,,LONDON,WANDSWORTH,GREATER LONDON
635000,06/07/06 00:00,OX18 4AW,D,N,WESTFIELD LODGE,,SHILTON,BURFORD,WEST OXFORDSHIRE,OXFORDSHIRE
735000,13/03/06 00:00,W1U 5AR,F,Y,25,LUXBOROUGH STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
138500,04/08/06 00:00,YO1 6DP,F,N,9,CENTURION SQUARE,,YORK,YORK,YORK
246500,19/07/06 00:00,E3 5AT,F,N,11B,LICHFIELD ROAD,,LONDON,TOWER HAMLETS,GREATER LONDON
127750,10/01/06 00:00,HP3 9ES,F,N,ELMCROFT COURT,BURNET CLOSE,,HEMEL HEMPSTEAD,DACORUM,HERTFORDSHIRE
399998,02/08/06 00:00,EX39 5QS,D,N,"POST OFFICE COTTAGE, 1",CHAPEL STREET,WOOLSERY,BIDEFORD,TORRIDGE,DEVON
305000,30/03/06 00:00,N4 3BQ,S,N,69,THORPEDALE ROAD,,LONDON,ISLINGTON,GREATER LONDON
445000,13/04/06 00:00,LA2 7FH,D,N,NEW BUTTS BARN,CLAPHAM ROAD,BENTHAM,LANCASTER,CRAVEN,NORTH YORKSHIRE
305000,02/02/06 00:00,TN4 9QA,S,N,98,STEPHENS ROAD,,TUNBRIDGE WELLS,TUNBRIDGE WELLS,KENT
145000,21/04/06 00:00,L18 5HQ,F,N,52,MILLERSDALE ROAD,,LIVERPOOL,LIVERPOOL,MERSEYSIDE
350000,27/09/06 00:00,W12 7HW,F,N,"SWINDON HOUSE, 36",STANLAKE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
165000,17/02/06 00:00,NE65 7SY,T,N,1,PROVIDENCE PLACE,ROTHBURY,MORPETH,NORTHUMBERLAND,NORTHUMBERLAND
245000,29/09/06 00:00,N8 0HX,F,N,47,HAMPDEN ROAD,HORNSEY,LONDON,HARINGEY,GREATER LONDON
285000,12/04/06 00:00,DH7 6DR,D,N,WAGTAILS,,EDMONDSLEY,DURHAM,COUNTY DURHAM,COUNTY DURHAM
175000,21/12/06 00:00,YO1 6DP,F,N,20,CENTURION SQUARE,,YORK,YORK,YORK
325000,12/10/06 00:00,CF46 6RY,D,N,THE OLD SCHOOL,UPPER HIGH STREET,BEDLINOG,TREHARRIS,MERTHYR TYDFIL,MERTHYR TYDFIL
325000,30/06/06 00:00,SW15 3ST,F,Y,GILBERT SCOTT BUILDING,SCOTT AVENUE,,LONDON,WANDSWORTH,GREATER LONDON
1325000,01/09/06 00:00,TA12 6AL,D,N,FALCONERS FARM HOUSE,,MILTON,MARTOCK,SOUTH SOMERSET,SOMERSET
280000,23/10/06 00:00,NP12 3RE,D,N,1,OAK TREE CLOSE,FLEUR DE LIS,BLACKWOOD,CAERPHILLY,CAERPHILLY
270000,19/07/06 00:00,GL56 9BJ,D,N,BANK HOUSE,GREENWAY ROAD,BLOCKLEY,MORETON-IN-MARSH,COTSWOLD,GLOUCESTERSHIRE
3070000,14/07/06 00:00,SL8 5DZ,D,N,RIVERSIDE MANOR,FERRY LANE,,BOURNE END,WYCOMBE,BUCKINGHAMSHIRE
138500,28/09/06 00:00,SA32 8DS,S,N,TY CANOL,,CROESYCEILIOG,CARMARTHEN,CARMARTHENSHIRE,CARMARTHENSHIRE
202000,12/05/06 00:00,CR4 4EN,F,N,5,MITCHAM PARK,,MITCHAM,MERTON,GREATER LONDON
378000,11/10/06 00:00,E11 1QF,T,N,5A,STATION PARADE,WANSTEAD,LONDON,REDBRIDGE,GREATER LONDON
82000,10/04/06 00:00,PL4 6AW,F,N,94,NORTH ROAD EAST,,PLYMOUTH,CITY OF PLYMOUTH,CITY OF PLYMOUTH
170000,14/06/06 00:00,N22 8RE,F,N,96C,PALMERSTON ROAD,,LONDON,HARINGEY,GREATER LONDON
340000,22/06/06 00:00,CV32 6QQ,D,N,COACHMANS COTTAGE,CLOISTER CROFTS,,LEAMINGTON SPA,WARWICK,WARWICKSHIRE
325000,07/04/06 00:00,PR4 6JG,D,N,6,CARR HEYES DRIVE,HESKETH BANK,PRESTON,WEST LANCASHIRE,LANCASHIRE
240000,20/10/06 00:00,BS6 6BQ,F,N,46,ARCHFIELD ROAD,,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
270000,08/05/06 00:00,CR5 1EX,T,N,3,TILGATE GARDENS,,COULSDON,CROYDON,GREATER LONDON
375000,03/11/06 00:00,PO15 6RR,D,N,BRANDY LOGS,SPRINGLES LANE,,FAREHAM,WINCHESTER,HAMPSHIRE
195000,20/11/06 00:00,YO1 6DP,F,N,21,CENTURION SQUARE,,YORK,YORK,YORK
70000,12/05/06 00:00,BN17 5JS,F,N,2,GRANVILLE ROAD,,LITTLEHAMPTON,ARUN,WEST SUSSEX
141500,10/03/06 00:00,BA1 2BQ,F,N,"CLARKSON HOUSE, 6",GREAT STANHOPE STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET
150000,23/06/06 00:00,YO31 7ND,T,N,104,LOWTHER STREET,,YORK,YORK,YORK
213300,30/11/06 00:00,UB5 6GE,F,Y,WEY HOUSE,TAYWOOD ROAD,,NORTHOLT,EALING,GREATER LONDON
185000,24/04/06 00:00,NG9 6FH,D,N,1A,INCHWOOD CLOSE,TOTON,NOTTINGHAM,BROXTOWE,NOTTINGHAMSHIRE
157000,13/04/06 00:00,SE22 9JW,F,N,130A,LANDCROFT ROAD,EAST DULWICH,LONDON,SOUTHWARK,GREATER LONDON
335000,30/03/06 00:00,EN2 7DJ,F,N,"THORNBURY LODGE, 2",SLADES HILL,,ENFIELD,ENFIELD,GREATER LONDON
147000,24/02/06 00:00,BS6 6BQ,F,N,46,ARCHFIELD ROAD,,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
139950,26/05/06 00:00,TR8 4NH,T,N,CARNE BRAE HOUSE,GANNEL VIEW CLOSE,LANE,NEWQUAY,CORNWALL,CORNWALL
209950,29/09/06 00:00,BH15 1YJ,F,Y,14,SEAGER WAY,,POOLE,POOLE,POOLE
203400,08/12/06 00:00,UB5 6GE,F,Y,WEY HOUSE,TAYWOOD ROAD,,NORTHOLT,EALING,GREATER LONDON
288000,27/03/06 00:00,HA0 3NE,S,N,183A,EAST LANE,,WEMBLEY,BRENT,GREATER LONDON
85000,30/06/06 00:00,NG16 3BB,S,N,29A,WELLINGTON STREET,EASTWOOD,NOTTINGHAM,BROXTOWE,NOTTINGHAMSHIRE
120000,09/10/06 00:00,BN3 2JG,F,N,22A,ADELAIDE CRESCENT,,HOVE,BRIGHTON AND HOVE,BRIGHTON AND HOVE
195000,24/07/06 00:00,BS7 9EH,F,Y,52,NEVIL ROAD,,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
129950,03/05/06 00:00,OX16 5DB,F,N,20,MARLBOROUGH ROAD,,BANBURY,CHERWELL,OXFORDSHIRE
535000,13/04/06 00:00,CV36 4AF,D,N,THE MANOR,SHEEP STREET,,SHIPSTON-ON-STOUR,STRATFORD-ON-AVON,WARWICKSHIRE
245000,04/08/06 00:00,ME15 0BB,S,N,VIOLET COTTAGE,PLEASANT VALLEY LANE,EAST FARLEIGH,MAIDSTONE,MAIDSTONE,KENT
725000,24/11/06 00:00,PL18 9BQ,D,N,6,GLENDORGAL PARK,DRAKEWALLS,GUNNISLAKE,CORNWALL,CORNWALL
417500,23/09/02 00:00,SW7 5LT,F,N,16 - 17,MANSON PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
70000,06/09/02 00:00,RG5 4EW,T,N,10,HUDSON ROAD,WOODLEY,READING,WOKINGHAM,WOKINGHAM
